Airport Name,Aircraft Make Model,Effect Amount of damage,Flight Date,Aircraft Airline Operator,Origin State,Phase of flight,Wildlife Size,Wildlife Species,Time of day,Cost Other,Cost Repair,Cost Total $,Speed IAS in knots
DALLAS/FORT WORTH INTL ARPT,MD-80,None,8/6/1990,AMERICAN AIRLINES,Texas,Landing Roll,Small,Unknown bird - small,Day,0,0,0,122
HOUSTON-HOBBY,B-737-200,None,8/6/1990,SOUTHWEST AIRLINES,Texas,Take-off run,Small,Unknown bird - small,Day,0,0,0,100
LOS ANGELES INTL,B-737-300,None,8/9/1990,SOUTHWEST AIRLINES,California,Climb,Medium,Unknown bird - medium,Day,0,0,0,165
DALLAS/FORT WORTH INTL ARPT,MD-80,None,8/9/1990,AMERICAN AIRLINES,Texas,Approach,Small,Horned lark,Day,0,0,0,132
LOS ANGELES INTL,PA-31 NAVAJO,None,8/9/1990,BUSINESS,California,Landing Roll,Small,Rock pigeon,Day,0,0,0,100
LOS ANGELES INTL,L-1011,Minor,8/10/1990,HAWAIIAN AIR,California,Approach,Medium,Unknown bird - medium,Night,0,0,0,180
PHOENIX SKY HARBOR,B-727,None,8/12/1990,AMERICAN AIRLINES,Arizona,Climb,Medium,Unknown bird - medium,Day,0,0,0,200
LOS ANGELES INTL,L-1011,None,8/12/1990,HAWAIIAN AIR,California,Approach,Medium,Unknown bird - medium,Night,0,0,0,
TETERBORO AIRPORT,IAI ASTRA JT,None,8/13/1990,UNKNOWN,New Jersey,Take-off run,Medium,Unknown bird - medium,Night,0,0,0,
SALT LAKE CITY INTL,MD-87,None,8/13/1990,AMERICAN AIRLINES,Utah,Climb,Small,Unknown bird - small,Day,0,0,0,150
NASHVILLE INTL,DC-9-30,Minor,8/15/1990,US AIRWAYS*,Tennessee,Approach,Medium,Unknown bird - medium,Day,0,0,0,210
JOHN F KENNEDY INTL,DC-10-10,None,8/15/1990,AMERICAN AIRLINES,New York,Approach,Small,American robin,Day,0,0,0,160
CHARLOTTE/DOUGLAS INTL ARPT,FOKKER F28 MK 4000,None,8/16/1990,US AIRWAYS*,North Carolina,Approach,Small,Rock pigeon,Day,0,0,0,130
NASHVILLE INTL,MD-82,None,8/16/1990,AMERICAN AIRLINES,Tennessee,Take-off run,Small,Unknown bird - small,Day,0,0,0,160
BARKSDALE AIR FORCE BASE ARPT,B-52G,None,8/17/1990,MILITARY,Louisiana,Approach,Medium,Unknown bird or bat,Day,0,0,0,145
CHICAGO O'HARE INTL ARPT,MD-80,None,8/17/1990,AMERICAN AIRLINES,Illinois,Approach,Small,Unknown bird - small,Night,0,0,0,170
NASHVILLE INTL,B-737-200,Substantial,8/18/1990,SOUTHWEST AIRLINES,Tennessee,Approach,Medium,Unknown bird - medium,Day,0,0,0,210
MINNEAPOLIS-ST PAUL INTL,C-9,None,8/18/1990,MILITARY,Minnesota,Landing Roll,Medium,Unknown bird or bat,Day,0,0,0,123
WILL ROGERS WORLD ARPT,MD-80,None,8/19/1990,AMERICAN AIRLINES,Oklahoma,Climb,Medium,Unknown bird - medium,Day,0,0,0,250
EPPLEY AIRFIELD,B-727,None,8/19/1990,AMERICAN AIRLINES,Nebraska,Approach,Small,European starling,Day,0,0,0,135
DALLAS/FORT WORTH INTL ARPT,B-727,None,8/20/1990,AMERICAN AIRLINES,Texas,Approach,Small,Unknown bird - small,Night,0,0,0,150
HOUSTON-HOBBY,B-737-300,None,8/20/1990,SOUTHWEST AIRLINES,Texas,Descent,Small,Unknown bird - small,Night,0,0,0,250
CHICAGO O'HARE INTL ARPT,MD-80,None,8/21/1990,AMERICAN AIRLINES,Illinois,Climb,Medium,Unknown bird - medium,Day,0,0,0,145
GREATER PITTSBURGH,B-737-300,Substantial,8/21/1990,US AIRWAYS*,Pennsylvania,Take-off run,Small,Unknown bird - small,Day,0,0,0,
LOUISVILLE INTL ARPT,DC-8-70,None,8/22/1990,UPS AIRLINES,Kentucky,Approach,Small,Unknown bird - small,Night,0,0,0,130
BARKSDALE AIR FORCE BASE ARPT,B-52G,None,8/23/1990,MILITARY,Louisiana,Approach,Medium,Unknown bird or bat,Night,0,0,0,150
INDIANAPOLIS INTL,B-737-200,Medium,8/23/1990,SOUTHWEST AIRLINES,Indiana,Take-off run,Small,Mourning dove,Day,0,0,0,95
GREATER PITTSBURGH,DC-9,None,8/24/1990,US AIRWAYS*,Pennsylvania,Approach,Medium,Unknown bird - medium,Night,0,0,0,
HOUSTON-HOBBY,B-737-500,Minor,8/24/1990,SOUTHWEST AIRLINES,Texas,Climb,Small,Unknown bird - small,Day,0,0,0,150
PHILADELPHIA INTL,MD-80,None,8/24/1990,AMERICAN AIRLINES,Pennsylvania,Approach,Small,Unknown bird - small,Day,0,0,0,135
PHILADELPHIA INTL,MD-80,None,8/24/1990,AMERICAN AIRLINES,Pennsylvania,Approach,Small,Unknown bird - small,Day,0,0,0,145
CHICAGO O'HARE INTL ARPT,MD-80,None,8/25/1990,AMERICAN AIRLINES,Illinois,Approach,Medium,Unknown bird - medium,Day,0,0,0,125
DALLAS/FORT WORTH INTL ARPT,MD-80,None,8/25/1990,AMERICAN AIRLINES,Texas,Approach,Small,Unknown bird - small,Day,0,0,0,135
MINETA SAN JOSE INTL,MERLIN III,None,8/25/1990,SKYWEST AIRLINES,California,Approach,Small,Unknown bird - small,Night,0,0,0,103
MINETA SAN JOSE INTL,MD-80,None,8/27/1990,AMERICAN AIRLINES,California,Climb,Medium,Unknown bird - medium,Day,0,0,0,160
MINETA SAN JOSE INTL,STINSON 108,None,8/27/1990,UNKNOWN,California,Take-off run,Medium,Red-tailed hawk,Day,0,0,0,40
SALT LAKE CITY INTL,B-727-200,None,8/27/1990,DELTA AIR LINES,Utah,Climb,Medium,Unknown bird - medium,Night,0,0,0,
WILL ROGERS WORLD ARPT,B-727,None,8/28/1990,FEDEX EXPRESS,Oklahoma,Descent,Large,Unknown bird - large,Night,0,0,0,250
AUSTIN-BERGSTROM INTL,B-737-200,None,8/28/1990,SOUTHWEST AIRLINES,Texas,Climb,Medium,Unknown bird - medium,Night,0,0,0,250
DALLAS/FORT WORTH INTL ARPT,MD-82,None,8/28/1990,AMERICAN AIRLINES,Texas,Climb,Small,Rock pigeon,Day,0,0,0,145
DALLAS/FORT WORTH INTL ARPT,MD-82,None,8/28/1990,AMERICAN AIRLINES,Texas,Climb,Small,Unknown bird - small,Day,0,0,0,250
PORTLAND INTL (OR),MD-80,None,8/29/1990,AMERICAN AIRLINES,Oregon,Approach,Small,Unknown bird - small,Day,0,0,0,130
NEW ORLEANS INTL,B-737-300,None,8/29/1990,SOUTHWEST AIRLINES,Louisiana,Climb,Small,Unknown bird - small,Day,0,0,0,180
DALLAS/FORT WORTH INTL ARPT,MD-80,None,8/29/1990,AMERICAN AIRLINES,Texas,Approach,Small,Unknown bird - small,Night,0,0,0,140
NASHVILLE INTL,MD-80,None,8/30/1990,AMERICAN AIRLINES,Tennessee,Approach,Medium,Unknown bird - medium,Day,0,0,0,140
DALLAS/FORT WORTH INTL ARPT,B-727-200,None,8/30/1990,AMERICAN AIRLINES,Texas,Approach,Small,Unknown bird - small,Day,0,0,0,210
DALLAS/FORT WORTH INTL ARPT,DC-10-10,None,8/30/1990,AMERICAN AIRLINES,Texas,Climb,Small,Unknown bird - small,Day,0,0,0,195
DALLAS/FORT WORTH INTL ARPT,DC-10,None,8/31/1990,AMERICAN AIRLINES,Texas,Descent,Medium,Unknown bird - medium,Day,0,0,0,250
DETROIT METRO WAYNE COUNTY ARPT,DC-9,None,8/31/1990,NORTHWEST AIRLINES,Michigan,Approach,Medium,Unknown bird - medium,Dusk,0,0,0,
CHICAGO O'HARE INTL ARPT,MD-80,None,8/31/1990,AMERICAN AIRLINES,Illinois,Approach,Medium,Unknown bird - medium,Night,0,0,0,170
JOHN F KENNEDY INTL,A-300,None,8/31/1990,AMERICAN AIRLINES,New York,Approach,Medium,Unknown bird - medium,Night,0,0,0,150
DALLAS/FORT WORTH INTL ARPT,MD-80,None,8/31/1990,AMERICAN AIRLINES,Texas,Approach,Small,Unknown bird - small,Day,0,0,0,210
DALLAS/FORT WORTH INTL ARPT,B-727,None,9/1/1990,AMERICAN AIRLINES,Texas,Approach,Medium,Unknown bird - medium,Day,0,0,0,140
CHARLOTTE/DOUGLAS INTL ARPT,B-737-200,Substantial,9/1/1990,US AIRWAYS*,North Carolina,Take-off run,Medium,Unknown bird - medium,Dusk,0,0,0,130
DETROIT METRO WAYNE COUNTY ARPT,B-727-200,None,9/1/1990,AMERICAN AIRLINES,Michigan,Take-off run,Small,Unknown bird - small,Day,0,0,0,150
HOUSTON-HOBBY,B-737-300,None,9/3/1990,SOUTHWEST AIRLINES,Texas,Approach,Medium,Unknown bird - medium,Night,0,0,0,250
ATLANTA INTL,B-737,None,9/4/1990,DELTA AIR LINES,Georgia,Climb,Small,European starling,Day,0,0,0,150
GREATER PITTSBURGH,B-737,None,9/5/1990,US AIRWAYS*,Pennsylvania,Approach,Small,Unknown bird - small,Day,0,0,0,180
GREATER PITTSBURGH,B-737-300,None,9/5/1990,US AIRWAYS*,Pennsylvania,Take-off run,Small,European starling,Day,0,0,0,
CHICAGO O'HARE INTL ARPT,MD-80,None,9/5/1990,AMERICAN AIRLINES,Illinois,Approach,Small,Rock pigeon,Dusk,0,0,0,135
RONALD REAGAN WASHINGTON NATL,MD-82,None,9/6/1990,AMERICAN AIRLINES,DC,Climb,Small,Unknown bird - small,Day,0,0,0,240
CHICAGO O'HARE INTL ARPT,MD-80,None,9/6/1990,AMERICAN AIRLINES,Illinois,Climb,Small,Unknown bird - small,Day,0,0,0,135
CHICAGO O'HARE INTL ARPT,MD-80,None,9/6/1990,AMERICAN AIRLINES,Illinois,Climb,Small,Unknown bird - small,Day,0,0,0,250
NASHVILLE INTL,B-727-200,None,9/6/1990,AMERICAN AIRLINES,Tennessee,Approach,Small,Unknown bird - small,Dusk,0,0,0,140
LAMBERT-ST LOUIS INTL,MD-80,None,9/7/1990,AMERICAN AIRLINES,Missouri,Approach,Medium,Unknown bird - medium,Night,0,0,0,140
SAN ANTONIO INTL,MD-80,None,9/7/1990,AMERICAN AIRLINES,Texas,Approach,Medium,Unknown bird - medium,Night,0,0,0,140
ATLANTIC CITY INTL,SAAB-340,None,9/7/1990,BUSINESS,New Jersey,Landing Roll,Small,American robin,Day,0,0,0,100
GREATER PITTSBURGH,B-737-300,None,9/7/1990,US AIRWAYS*,Pennsylvania,Take-off run,Small,European starling,Day,0,0,0,120
GEORGE BUSH INTERCONTINENTAL,EMB-120,None,9/9/1990,EXPRESSJET (CONTINENTAL EXPRS),Texas,Approach,Small,Unknown bird - small,Dusk,0,0,0,140
RONALD REAGAN WASHINGTON NATL,B-737-200,None,9/10/1990,US AIRWAYS*,DC,Approach,Medium,Unknown bird - medium,Day,0,0,0,
CHICAGO O'HARE INTL ARPT,B-727,None,9/10/1990,AMERICAN AIRLINES,Illinois,Approach,Medium,American crow,Day,0,0,0,150
HONOLULU INTL ARPT,DC-9-50,None,9/10/1990,HAWAIIAN AIR,Hawaii,Approach,Medium,Unknown bird - medium,Night,0,0,0,125
NEW ORLEANS INTL,DC-10-10,None,9/10/1990,AMERICAN AIRLINES,Louisiana,Approach,Small,Unknown bird - small,Day,0,0,0,155
PORTLAND INTL (OR),C-560,None,9/10/1990,BUSINESS,Oregon,Approach,Small,Rock pigeon,Day,0,0,0,115
ATLANTIC CITY INTL,CASA C-212,None,9/10/1990,BUSINESS,New Jersey,Landing Roll,Small,American kestrel,Day,0,0,0,
INDIANAPOLIS INTL,B-737-200,None,9/10/1990,US AIRWAYS*,Indiana,Take-off run,Small,Mourning dove,Day,0,0,0,100
RONALD REAGAN WASHINGTON NATL,MD-80,None,9/10/1990,AMERICAN AIRLINES,DC,Approach,Small,Unknown bird - small,Night,0,0,0,160
LAGUARDIA NY,MD-80,None,9/10/1990,AMERICAN AIRLINES,New York,Approach,Small,Unknown bird - small,Night,0,0,0,160
CHARLOTTE/DOUGLAS INTL ARPT,B-727,None,9/11/1990,AMERICAN AIRLINES,North Carolina,Approach,Medium,Unknown bird - medium,Night,0,0,0,160
GEORGE BUSH INTERCONTINENTAL,ATR-42,None,9/12/1990,EXPRESSJET (CONTINENTAL EXPRS),Texas,Approach,Small,Unknown bird - small,Dawn,0,0,0,125
DALLAS/FORT WORTH INTL ARPT,B-727-200,None,9/12/1990,AMERICAN AIRLINES,Texas,Approach,Small,Unknown bird - small,Day,0,0,0,150
ATLANTA INTL,MD-80,None,9/12/1990,AMERICAN AIRLINES,Georgia,Approach,Small,Unknown bird - small,Night,0,0,0,135
LOUISVILLE INTL ARPT,B-727,None,9/13/1990,UPS AIRLINES,Kentucky,Climb,Medium,Unknown bird - medium,Night,0,0,0,230
GREATER PITTSBURGH,ATR-42,None,9/13/1990,BUSINESS,Pennsylvania,Take-off run,Small,European starling,Day,0,0,0,
CINCINNATI/NORTHERN KENTUCKY INTL ARPT,MERLIN III,None,9/14/1990,COMAIR AIRLINES,Kentucky,Approach,Small,Unknown bird - small,Day,0,0,0,130
PHILADELPHIA INTL,B-737-300,None,9/14/1990,US AIRWAYS*,Pennsylvania,Approach,Small,Unknown bird - small,Day,0,0,0,140
BARKSDALE AIR FORCE BASE ARPT,T-38A,None,9/14/1990,MILITARY,Louisiana,Climb,Small,Killdeer,Day,0,0,0,130
HOUSTON-HOBBY,B-737-300,None,9/15/1990,SOUTHWEST AIRLINES,Texas,Approach,Small,Unknown bird - small,Day,0,0,0,150
CHARLOTTE/DOUGLAS INTL ARPT,FOKKER F28 MK 1000,None,9/15/1990,US AIRWAYS*,North Carolina,Climb,Small,Unknown bird - small,Day,0,0,0,160
LOS ANGELES INTL,B-737-200,Minor,9/16/1990,AMERICA WEST AIRLINES,California,Climb,Medium,Unknown bird - medium,Day,0,0,0,320
PORT COLUMBUS INTL,DC-9-30,None,9/16/1990,US AIRWAYS*,Ohio,Approach,Small,Unknown bird - small,Day,0,0,0,140
LAGUARDIA NY,B-727,None,9/17/1990,AMERICAN AIRLINES,New York,Climb,Medium,Unknown bird - medium,Day,0,0,0,210
ATLANTA INTL,MD-88,None,9/17/1990,UNKNOWN,Georgia,Approach,Medium,Unknown bird - medium,Night,0,0,0,
NASHVILLE INTL,B-727-200,None,9/17/1990,AMERICAN AIRLINES,Tennessee,Approach,Medium,Unknown bird - medium,Night,0,0,0,230
PORTLAND INTL (OR),DHC8 DASH 8,None,9/17/1990,HORIZON AIR,Oregon,Climb,Small,Unknown bird - small,Day,0,0,0,125
ATLANTIC CITY INTL,F-16,None,9/18/1990,MILITARY,New Jersey,Landing Roll,Medium,Unknown bird or bat,Night,0,5218,5218,0
NASHVILLE INTL,MD-80,None,9/18/1990,AMERICAN AIRLINES,Tennessee,Approach,Small,Unknown bird - small,Day,0,0,0,123
DALLAS/FORT WORTH INTL ARPT,MD-80,None,9/18/1990,AMERICAN AIRLINES,Texas,Approach,Small,Unknown bird - small,Day,0,0,0,170
MINETA SAN JOSE INTL,BA-146,None,9/18/1990,AMERICAN AIRLINES,California,Approach,Small,Unknown bird - small,Night,0,0,0,250
BARKSDALE AIR FORCE BASE ARPT,B-52G,None,9/20/1990,MILITARY,Louisiana,Take-off run,Medium,Unknown bird or bat,Day,0,0,0,110
LOS ANGELES INTL,B-737-300,None,9/20/1990,SOUTHWEST AIRLINES,California,Landing Roll,Small,Mourning dove,Day,0,0,0,90
LAGUARDIA NY,B-737-400,Medium,9/21/1990,US AIRWAYS*,New York,Approach,Medium,Unknown bird - medium,Dusk,0,0,0,
GEORGE BUSH INTERCONTINENTAL,EMB-120,None,9/21/1990,UNKNOWN,Texas,Climb,Small,Rock pigeon,Day,0,0,0,110
SALT LAKE CITY INTL,B-737-200,None,9/21/1990,BUSINESS,Utah,Take-off run,Small,Unknown bird - small,Day,0,0,0,100
MINETA SAN JOSE INTL,AEROS 350,None,9/21/1990,BUSINESS,California,Taxi,Small,Unknown bird - small,Day,0,0,0,10
DALLAS/FORT WORTH INTL ARPT,MD-80,None,9/22/1990,AMERICAN AIRLINES,Texas,Approach,Medium,Unknown bird - medium,Night,0,0,0,160
NASHVILLE INTL,B-727-200,None,9/22/1990,AMERICAN AIRLINES,Tennessee,Climb,Medium,Unknown bird - medium,Night,0,0,0,150
LAMBERT-ST LOUIS INTL,MD-83,None,9/22/1990,AMERICAN AIRLINES,Missouri,Take-off run,Small,Rock pigeon,Day,0,0,0,125
PORTLAND INTL (OR),B-737,None,9/22/1990,US AIRWAYS*,Oregon,Take-off run,Small,Unknown bird - small,Day,0,0,0,
DALLAS/FORT WORTH INTL ARPT,B-727-200,None,9/22/1990,AMERICAN AIRLINES,Texas,Approach,Small,Unknown bird - small,Night,0,0,0,135
LIHUE ARPT,BELL-206,Substantial,9/23/1990,BUSINESS,Hawaii,Descent,Medium,Unknown bird - medium,Day,0,0,0,60
NEW ORLEANS INTL,B-727,None,9/23/1990,AMERICAN AIRLINES,Louisiana,Approach,Small,Unknown bird - small,Night,0,0,0,180
NASHVILLE INTL,B-727-200,None,9/24/1990,AMERICAN AIRLINES,Tennessee,Approach,Medium,Unknown bird - medium,Dusk,0,0,0,140
KANSAS CITY INTL,B-737,None,9/24/1990,CONTINENTAL AIRLINES,Missouri,Landing Roll,Small,Unknown bird - small,Day,0,0,0,
BARKSDALE AIR FORCE BASE ARPT,KC-10A,None,9/25/1990,MILITARY,Louisiana,Approach,Medium,Unknown bird or bat,Night,0,0,0,127
DETROIT METRO WAYNE COUNTY ARPT,CITATION II,None,9/25/1990,BUSINESS,Michigan,Approach,Small,Unknown bird - small,Day,0,0,0,115
DALLAS/FORT WORTH INTL ARPT,B-767-300,None,9/25/1990,AMERICAN AIRLINES,Texas,Approach,Small,Unknown bird - small,Day,0,0,0,140
NASHVILLE INTL,B-727,None,9/25/1990,AMERICAN AIRLINES,Tennessee,Approach,Small,Unknown bird - small,Dusk,0,0,0,125
ATLANTIC CITY INTL,C-137C,C,9/26/1990,MILITARY,New Jersey,Climb,Medium,Unknown bird - medium,Day,0,23656,23656,150
MINNEAPOLIS-ST PAUL INTL,SA227 AC METRO III,None,9/26/1990,MESABA AIRLINES,Minnesota,Approach,Small,Unknown bird - small,Day,0,0,0,130
DALLAS/FORT WORTH INTL ARPT,B-727-200,None,9/26/1990,AMERICAN AIRLINES,Texas,Climb,Small,Unknown bird - small,Day,0,0,0,250
BARKSDALE AIR FORCE BASE ARPT,KC-10A,None,9/27/1990,MILITARY,Louisiana,Approach,Medium,Unknown bird or bat,Day,0,0,0,150
NASHVILLE INTL,B-727-200,None,9/27/1990,AMERICAN AIRLINES,Tennessee,Climb,Medium,Unknown bird - medium,Night,0,0,0,250
NEWARK LIBERTY INTL ARPT,DC-9,None,9/27/1990,AIR CANADA,New Jersey,Descent,Medium,Unknown bird - medium,Night,0,0,0,250
CHICAGO O'HARE INTL ARPT,MD-80,None,9/27/1990,AMERICAN AIRLINES,Illinois,Approach,Small,Unknown bird - small,Day,0,0,0,150
JOHN F KENNEDY INTL,DC-10-10,None,9/27/1990,AMERICAN AIRLINES,New York,Approach,Small,Unknown bird - small,Day,0,0,0,141
SACRAMENTO INTL,B-737-300,None,9/28/1990,UNITED AIRLINES,California,Approach,Medium,Unknown bird - medium,Night,0,0,0,140
SACRAMENTO INTL,MD-80,None,9/28/1990,AMERICAN AIRLINES,California,Approach,Small,Unknown bird - small,Night,0,0,0,180
DALLAS/FORT WORTH INTL ARPT,DC-10,None,9/30/1990,AMERICAN AIRLINES,Texas,Approach,Large,Unknown bird - large,Day,0,0,0,180
SEATTLE-TACOMA INTL,B-737-300,Minor,9/30/1990,AMERICA WEST AIRLINES,Washington,Approach,Large,Canada goose,Dusk,0,0,0,140
LOUISVILLE INTL ARPT,B-727,None,9/30/1990,AMERICAN AIRLINES,Kentucky,Approach,Medium,Unknown bird - medium,Night,0,0,0,140
CHICAGO O'HARE INTL ARPT,MD-80,None,9/30/1990,AMERICAN AIRLINES,Illinois,Descent,Medium,Unknown bird - medium,Night,0,0,0,250
BALTIMORE WASH INTL,B-737,None,9/30/1990,DELTA AIR LINES,Maryland,Take-off run,Small,Rock pigeon,Day,0,0,0,100
BARKSDALE AIR FORCE BASE ARPT,KC-10A,None,10/1/1990,MILITARY,Louisiana,Approach,Medium,Unknown bird or bat,Day,0,0,0,200
DALLAS/FORT WORTH INTL ARPT,MD-80,None,10/1/1990,AMERICAN AIRLINES,Texas,Approach,Small,American robin,Day,0,0,0,140
ORLANDO INTL,DC-10-10,None,10/2/1990,AMERICAN AIRLINES,Florida,Approach,Small,Unknown bird - small,Night,0,0,0,140
NASHVILLE INTL,B-727,None,10/4/1990,AMERICAN AIRLINES,Tennessee,Approach,Small,Unknown bird - small,Day,0,0,0,140
NEW ORLEANS INTL,MD-80,None,10/5/1990,AMERICAN AIRLINES,Louisiana,Approach,Medium,Unknown bird - medium,Night,0,0,0,160
HONOLULU INTL ARPT,B-737,None,10/6/1990,ALOHA AIRLINES,Hawaii,Approach,Small,Pacific golden-plover,Night,0,0,0,140
DALLAS/FORT WORTH INTL ARPT,DC-10-10,None,10/7/1990,AMERICAN AIRLINES,Texas,Approach,Small,Unknown bird - small,Day,0,0,0,160
BARKSDALE AIR FORCE BASE ARPT,KC-10A,None,10/9/1990,MILITARY,Louisiana,Approach,Medium,Unknown bird or bat,Night,0,0,0,200
BARKSDALE AIR FORCE BASE ARPT,B-52G,None,10/10/1990,MILITARY,Louisiana,Take-off run,Medium,Unknown bird or bat,Day,0,0,0,130
BARKSDALE AIR FORCE BASE ARPT,KC-135,None,10/10/1990,MILITARY,Louisiana,Approach,Medium,Unknown bird or bat,Night,0,0,0,190
JOHN F KENNEDY INTL,DC-10-10,None,10/10/1990,AMERICAN AIRLINES,New York,Approach,Medium,Unknown bird - medium,Night,0,0,0,180
CHARLOTTE/DOUGLAS INTL ARPT,B-727,None,10/10/1990,UNITED AIRLINES,North Carolina,Landing Roll,Small,Unknown bird - small,Day,0,0,0,130
MEMPHIS INTL,B-737,None,10/10/1990,UNITED AIRLINES,Tennessee,Landing Roll,Small,Unknown bird - small,Day,0,0,0,
DALLAS/FORT WORTH INTL ARPT,DC-10-10,Minor,10/11/1990,AMERICAN AIRLINES,Texas,Descent,Large,Unknown bird - large,Night,0,0,0,250
DALLAS/FORT WORTH INTL ARPT,MD-80,None,10/11/1990,UNKNOWN,Texas,Take-off run,Medium,Unknown bird - medium,Day,0,0,0,200
LOGAN INTL,B-737,Substantial,10/12/1990,US AIRWAYS*,Massachusetts,Take-off run,Medium,Herring gull,Day,0,0,0,110
DALLAS/FORT WORTH INTL ARPT,MD-80,None,10/12/1990,AMERICAN AIRLINES,Texas,Climb,Small,Unknown bird - small,Day,0,0,0,200
ATLANTA INTL,DC-9,None,10/12/1990,DELTA AIR LINES,Georgia,Approach,Small,Unknown bird - small,Night,0,0,0,170
CHICAGO O'HARE INTL ARPT,MD-80,None,10/12/1990,AMERICAN AIRLINES,Illinois,Approach,Small,Unknown bird - small,Night,0,0,0,150
HONOLULU INTL ARPT,B-737-200,None,10/12/1990,ALOHA AIRLINES,Hawaii,Take-off run,Small,Pacific golden-plover,Night,0,0,0,120
HONOLULU INTL ARPT,B-737,None,10/13/1990,ALOHA AIRLINES,Hawaii,Landing Roll,Medium,Unknown bird - medium,Day,0,0,0,100
SAN ANTONIO INTL,B-737-300,None,10/13/1990,SOUTHWEST AIRLINES,Texas,Climb,Medium,Unknown bird - medium,Night,0,0,0,210
LOGAN INTL,B-737-300,None,10/14/1990,US AIRWAYS*,Massachusetts,Approach,Medium,Unknown bird - medium,Day,0,0,0,
BARKSDALE AIR FORCE BASE ARPT,KC-10A,None,10/15/1990,MILITARY,Louisiana,Approach,Medium,Unknown bird or bat,Day,0,0,0,190
LIHUE ARPT,B-737-200,None,10/15/1990,ALOHA AIRLINES,Hawaii,Take-off run,Medium,Unknown bird - medium,Day,0,0,0,120
BALTIMORE WASH INTL,B-727-100,None,10/15/1990,AMERICAN AIRLINES,Maryland,Descent,Medium,Unknown bird - medium,Night,0,0,0,230
ATLANTIC CITY INTL,F-16,None,10/15/1990,MILITARY,New Jersey,Landing Roll,Medium,Unknown bird or bat,Night,0,0,0,0
ATLANTIC CITY INTL,F-16,None,10/15/1990,MILITARY,New Jersey,Landing Roll,Medium,Unknown bird or bat,Night,0,0,0,0
PHILADELPHIA INTL,MD-82,None,10/17/1990,AMERICAN AIRLINES,Pennsylvania,Approach,Small,Unknown bird - small,Night,0,0,0,140
ATLANTA INTL,DC-10,None,10/18/1990,FEDEX EXPRESS,Georgia,Climb,Large,Unknown bird - large,Night,0,0,0,
BARKSDALE AIR FORCE BASE ARPT,KC-10A,None,10/18/1990,MILITARY,Louisiana,Approach,Medium,Unknown bird or bat,Day,0,0,0,180
MINNEAPOLIS-ST PAUL INTL,B-727,None,10/18/1990,UNITED AIRLINES,Minnesota,Approach,Medium,Unknown bird - medium,Night,0,0,0,170
MINNEAPOLIS-ST PAUL INTL,MD-80,None,10/18/1990,TRANS WORLD AIRLINES,Minnesota,Approach,Small,Unknown bird - small,Night,0,0,0,210
CHARLOTTE/DOUGLAS INTL ARPT,FOKKER F28 MK 4000,None,10/19/1990,US AIRWAYS*,North Carolina,Climb,Medium,Unknown bird - medium,Night,0,0,0,146
LOS ANGELES INTL,BA-146-200,None,10/19/1990,US AIRWAYS*,California,Climb,Small,Unknown bird - small,Night,0,0,0,200
HONOLULU INTL ARPT,DC-9-10,None,10/20/1990,HAWAIIAN AIR,Hawaii,Approach,Medium,Unknown bird - medium,Night,0,0,0,125
DALLAS/FORT WORTH INTL ARPT,B-727,None,10/21/1990,AMERICAN AIRLINES,Texas,Approach,Medium,Unknown bird - medium,Night,0,0,0,160
CHICAGO O'HARE INTL ARPT,MD-82,None,10/21/1990,AMERICAN AIRLINES,Illinois,Climb,Small,Unknown bird - small,Night,0,0,0,150
ATLANTA INTL,MD-88,None,10/22/1990,DELTA AIR LINES,Georgia,Climb,Large,Unknown bird - large,Night,0,0,0,
CHARLOTTE/DOUGLAS INTL ARPT,FOKKER F28 MK 1000,None,10/22/1990,US AIRWAYS*,North Carolina,Approach,Medium,Unknown bird - medium,Dawn,0,0,0,140
ATLANTA INTL,MD-80,None,10/22/1990,AMERICAN AIRLINES,Georgia,Approach,Medium,Unknown bird - medium,Day,0,0,0,133
INDIANAPOLIS INTL,B-727-200,None,10/22/1990,AMERICAN AIRLINES,Indiana,Approach,Medium,Unknown bird - medium,Night,0,0,0,210
GREATER PITTSBURGH,MD-80,None,10/22/1990,AMERICAN AIRLINES,Pennsylvania,Approach,Medium,Unknown bird - medium,Night,0,0,0,160
DETROIT METRO WAYNE COUNTY ARPT,B-727-200,None,10/22/1990,AMERICAN AIRLINES,Michigan,Approach,Small,Unknown bird - small,Night,0,0,0,130
DALLAS/FORT WORTH INTL ARPT,MD-80,None,10/22/1990,AMERICAN AIRLINES,Texas,Approach,Small,Unknown bird - small,Night,0,0,0,180
LOUISVILLE INTL ARPT,B-737-300,None,10/23/1990,US AIRWAYS*,Kentucky,Descent,Large,Unknown bird - large,Night,0,0,0,250
LAGUARDIA NY,B-727-200,None,10/23/1990,NORTHWEST AIRLINES,New York,Approach,Medium,Unknown bird - medium,Night,0,0,0,145
ORLANDO INTL,B-737-200,Minor,10/23/1990,US AIRWAYS*,Florida,Approach,Small,Unknown bird - small,Day,0,0,0,140
NEWARK LIBERTY INTL ARPT,MD-80,None,10/24/1990,CONTINENTAL AIRLINES,New Jersey,Approach,Large,Unknown bird - large,Night,0,0,0,160
HONOLULU INTL ARPT,E-6,None,10/24/1990,MILITARY,Hawaii,Landing Roll,Medium,Unknown bird or bat,Day,0,0,0,0
